frame,direction,steering,steering_smooth,stable_direction
422,RIGHT TURN,0.5120000000000001,0.890807063192357,RIGHT TURN
423,RIGHT TURN,0.40960000000000013,0.8426863568731213,RIGHT TURN
424,RIGHT TURN,0.32768000000000014,0.7911857211858092,RIGHT TURN
425,RIGHT TURN,1.0,0.8120671490672283,RIGHT TURN
426,RIGHT TURN,1.0,0.8308604341605055,RIGHT TURN
427,RIGHT TURN,1.0,0.8477743907444549,RIGHT TURN
428,RIGHT TURN,0.8,0.8429969516700095,RIGHT TURN
429,RIGHT TURN,0.6400000000000001,0.8226972565030086,RIGHT TURN
430,RIGHT TURN,0.5120000000000001,0.7916275308527078,RIGHT TURN
431,RIGHT TURN,0.40960000000000013,0.753424777767437,RIGHT TURN
432,RIGHT TURN,0.32768000000000014,0.7108502999906934,RIGHT TURN
433,RIGHT TURN,0.2621440000000001,0.6659796699916241,RIGHT TURN
434,RIGHT TURN,0.2097152000000001,0.6203532229924617,RIGHT TURN
435,RIGHT TURN,0.1677721600000001,0.5750951166932156,RIGHT TURN
436,RIGHT TURN,0.13421772800000006,0.5310073778238941,RIGHT TURN
437,RIGHT TURN,0.10737418240000006,0.4886440582815047,RIGHT TURN
438,RIGHT TURN,1.0,0.5397796524533542,RIGHT TURN
439,RIGHT TURN,1.0,0.5858016872080188,RIGHT TURN
440,RIGHT TURN,1.0,0.627221518487217,RIGHT TURN
441,RIGHT TURN,1.0,0.6644993666384953,RIGHT TURN
442,RIGHT TURN,1.0,0.6980494299746458,RIGHT TURN
443,RIGHT TURN,1.0,0.7282444869771812,RIGHT TURN
444,RIGHT TURN,1.0,0.7554200382794631,RIGHT TURN
445,RIGHT TURN,1.0,0.7798780344515168,RIGHT TURN
446,RIGHT TURN,1.0,0.8018902310063651,RIGHT TURN
447,RIGHT TURN,1.0,0.8217012079057286,RIGHT TURN
448,RIGHT TURN,1.0,0.8395310871151558,RIGHT TURN
449,RIGHT TURN,1.0,0.8555779784036402,RIGHT TURN
450,RIGHT TURN,1.0,0.8700201805632762,RIGHT TURN
451,RIGHT TURN,1.0,0.8830181625069486,RIGHT TURN
452,RIGHT TURN,1.0,0.8947163462562537,RIGHT TURN
453,RIGHT TURN,1.0,0.9052447116306284,RIGHT TURN
454,RIGHT TURN,1.0,0.9147202404675655,RIGHT TURN
455,RIGHT TURN,1.0,0.9232482164208089,RIGHT TURN
456,RIGHT TURN,1.0,0.930923394778728,RIGHT TURN
457,RIGHT TURN,1.0,0.9378310553008552,RIGHT TURN
458,RIGHT TURN,1.0,0.9440479497707697,RIGHT TURN
459,RIGHT TURN,1.0,0.9496431547936927,RIGHT TURN
460,RIGHT TURN,1.0,0.9546788393143234,RIGHT TURN
461,RIGHT TURN,1.0,0.959210955382891,RIGHT TURN
462,RIGHT TURN,1.0,0.9632898598446019,RIGHT TURN
463,RIGHT TURN,1.0,0.9669608738601417,RIGHT TURN
464,RIGHT TURN,1.0,0.9702647864741275,RIGHT TURN
465,RIGHT TURN,1.0,0.9732383078267147,RIGHT TURN
466,RIGHT TURN,1.0,0.9759144770440432,RIGHT TURN
467,RIGHT TURN,1.0,0.9783230293396389,RIGHT TURN
468,RIGHT TURN,1.0,0.980490726405675,RIGHT TURN
469,RIGHT TURN,1.0,0.9824416537651075,RIGHT TURN
470,RIGHT TURN,1.0,0.9841974883885968,RIGHT TURN
471,RIGHT TURN,1.0,0.9857777395497371,RIGHT TURN
472,RIGHT TURN,1.0,0.9871999655947634,RIGHT TURN
473,RIGHT TURN,1.0,0.9884799690352871,RIGHT TURN
474,RIGHT TURN,1.0,0.9896319721317584,RIGHT TURN
475,RIGHT TURN,1.0,0.9906687749185825,RIGHT TURN
476,RIGHT TURN,1.0,0.9916018974267242,RIGHT TURN
477,RIGHT TURN,1.0,0.9924417076840518,RIGHT TURN
478,RIGHT TURN,1.0,0.9931975369156466,RIGHT TURN
479,RIGHT TURN,1.0,0.9938777832240819,RIGHT TURN
480,RIGHT TURN,1.0,0.9944900049016737,RIGHT TURN
481,RIGHT TURN,1.0,0.9950410044115063,RIGHT TURN
482,RIGHT TURN,1.0,0.9955369039703557,RIGHT TURN
483,RIGHT TURN,1.0,0.9959832135733201,RIGHT TURN
484,RIGHT TURN,1.0,0.996384892215988,RIGHT TURN
485,RIGHT TURN,1.0,0.9967464029943892,RIGHT TURN
486,RIGHT TURN,1.0,0.9970717626949502,RIGHT TURN
487,RIGHT TURN,1.0,0.9973645864254552,RIGHT TURN
488,RIGHT TURN,1.0,0.9976281277829097,RIGHT TURN
489,RIGHT TURN,1.0,0.9978653150046187,RIGHT TURN
490,RIGHT TURN,1.0,0.9980787835041568,RIGHT TURN
491,RIGHT TURN,1.0,0.9982709051537411,RIGHT TURN
492,RIGHT TURN,1.0,0.998443814638367,RIGHT TURN
493,RIGHT TURN,1.0,0.9985994331745303,RIGHT TURN
494,RIGHT TURN,1.0,0.9987394898570773,RIGHT TURN
495,RIGHT TURN,1.0,0.9988655408713696,RIGHT TURN
496,RIGHT TURN,1.0,0.9989789867842326,RIGHT TURN
497,RIGHT TURN,1.0,0.9990810881058093,RIGHT TURN
498,RIGHT TURN,1.0,0.9991729792952284,RIGHT TURN
499,RIGHT TURN,1.0,0.9992556813657055,RIGHT TURN
500,RIGHT TURN,1.0,0.999330113229135,RIGHT TURN
501,RIGHT TURN,1.0,0.9993971019062216,RIGHT TURN
502,RIGHT TURN,1.0,0.9994573917155994,RIGHT TURN
503,RIGHT TURN,1.0,0.9995116525440395,RIGHT TURN
504,RIGHT TURN,1.0,0.9995604872896355,RIGHT TURN
505,RIGHT TURN,1.0,0.9996044385606719,RIGHT TURN
506,RIGHT TURN,1.0,0.9996439947046047,RIGHT TURN
507,RIGHT TURN,1.0,0.9996795952341443,RIGHT TURN
508,RIGHT TURN,1.0,0.9997116357107299,RIGHT TURN
509,NEUTRAL,0.0,0.8997404721396569,RIGHT TURN
510,NEUTRAL,0.0,0.8097664249256913,RIGHT TURN
511,NEUTRAL,0.0,0.7287897824331222,NEUTRAL
512,NEUTRAL,0.0,0.65591080418981,NEUTRAL
513,NEUTRAL,0.0,0.590319723770829,NEUTRAL
514,NEUTRAL,0.0,0.5312877513937461,NEUTRAL
515,NEUTRAL,0.0,0.4781589762543715,NEUTRAL
516,NEUTRAL,0.0,0.43034307862893434,NEUTRAL
517,NEUTRAL,0.0,0.3873087707660409,NEUTRAL
518,NEUTRAL,0.0,0.3485778936894368,NEUTRAL
519,NEUTRAL,0.0,0.31372010432049313,NEUTRAL
520,NEUTRAL,0.0,0.28234809388844384,NEUTRAL
521,NEUTRAL,0.0,0.25411328449959947,NEUTRAL
522,NEUTRAL,0.0,0.22870195604963953,NEUTRAL
523,NEUTRAL,0.0,0.20583176044467558,NEUTRAL
524,NEUTRAL,0.0,0.18524858440020803,NEUTRAL
525,NEUTRAL,0.0,0.16672372596018722,NEUTRAL
526,NEUTRAL,0.0,0.1500513533641685,NEUTRAL
527,NEUTRAL,0.0,0.13504621802775166,NEUTRAL
528,NEUTRAL,0.0,0.1215415962249765,NEUTRAL
529,NEUTRAL,0.0,0.10938743660247885,NEUTRAL
530,NEUTRAL,0.0,0.09844869294223096,NEUTRAL
531,NEUTRAL,0.0,0.08860382364800787,NEUTRAL
532,NEUTRAL,0.0,0.07974344128320708,NEUTRAL
533,NEUTRAL,0.0,0.07176909715488637,NEUTRAL
534,NEUTRAL,0.0,0.06459218743939774,NEUTRAL
535,NEUTRAL,0.0,0.05813296869545796,NEUTRAL
536,NEUTRAL,0.0,0.05231967182591217,NEUTRAL
537,NEUTRAL,0.0,0.04708770464332095,NEUTRAL
538,NEUTRAL,0.0,0.04237893417898886,NEUTRAL
539,NEUTRAL,0.0,0.03814104076108998,NEUTRAL
540,NEUTRAL,0.0,0.03432693668498098,NEUTRAL
541,NEUTRAL,0.0,0.03089424301648288,NEUTRAL
542,NEUTRAL,0.0,0.027804818714834593,NEUTRAL
543,NEUTRAL,0.0,0.025024336843351133,NEUTRAL
544,NEUTRAL,0.0,0.022521903159016022,NEUTRAL
545,NEUTRAL,0.0,0.02026971284311442,NEUTRAL
546,NEUTRAL,0.0,0.01824274155880298,NEUTRAL
